timestamp,setting,flag,method,mse,mae,rmse,mape,mspe,data_path,features,seq_len,pred_len,top_k,candidate_mode,align_mode,std_eps,std_ratio_min,std_ratio_max,direction_loss,weight_mode,backend,channel_backend,channel_count,candidate_mean,candidate_mean_min,candidate_mean_max,shape_weight,raw_weight,std_weight,baseline_mse,baseline_mae,direction_weight,delta_mse_vs_shape,delta_mae_vs_shape
2026-05-12 00:17:21,ChannelIndependentDirectionStandalone_ETTm2_M_sl96_pl720,test,shape_baseline_ci,1.7300376892089844,0.6074905395507812,1.315308928489685,1.9189012050628662,580.5463256835938,ETTm2.csv,M,96,720,50,full_stream,clipped_std,1e-06,0.5,2.0,same_direction,inverse,mps,loop,7,33745.0,33745.0,33745.0,1.0,0.0,0.0,1.7300376892089844,0.6074905395507812,0.0,0.0,0.0
2026-05-12 00:17:22,ChannelIndependentDirectionStandalone_ETTm2_M_sl96_pl720,test,rerank_ci,0.8936033248901367,0.5089948773384094,0.9453059434890747,1.6580924987792969,404.010498046875,ETTm2.csv,M,96,720,50,full_stream,clipped_std,1e-06,0.5,2.0,same_direction,inverse,mps,loop,7,33745.0,33745.0,33745.0,1.0,0.0,0.0,1.7300376892089844,0.6074905395507812,1.5,0.8364343643188477,0.09849566221237183
