timestamp,setting,flag,method,mse,mae,rmse,mape,mspe,data_path,features,seq_len,pred_len,top_k,candidate_mode,align_mode,std_eps,std_ratio_min,std_ratio_max,direction_loss,weight_mode,backend,channel_backend,channel_count,candidate_mean,candidate_mean_min,candidate_mean_max,shape_weight,raw_weight,std_weight,baseline_mse,baseline_mae,direction_weight,delta_mse_vs_shape,delta_mae_vs_shape
2026-05-12 00:15:17,ChannelIndependentDirectionStandalone_ETTm2_M_sl96_pl192,test,shape_baseline_ci,0.26633578538894653,0.32409006357192993,0.5160772800445557,1.4555928707122803,367.4681396484375,ETTm2.csv,M,96,192,50,full_stream,clipped_std,1e-06,0.5,2.0,same_direction,inverse,mps,loop,7,34273.0,34273.0,34273.0,1.0,0.0,0.0,0.26633578538894653,0.32409006357192993,0.0,0.0,0.0
2026-05-12 00:15:17,ChannelIndependentDirectionStandalone_ETTm2_M_sl96_pl192,test,rerank_ci,0.2544151544570923,0.3138652741909027,0.5043958425521851,1.273938536643982,257.8081359863281,ETTm2.csv,M,96,192,50,full_stream,clipped_std,1e-06,0.5,2.0,same_direction,inverse,mps,loop,7,34273.0,34273.0,34273.0,1.0,0.0,0.0,0.26633578538894653,0.32409006357192993,1.5,0.011920630931854248,0.010224789381027222
