timestamp,setting,flag,method,mse,mae,rmse,mape,mspe,data_path,features,seq_len,pred_len,top_k,candidate_mode,align_mode,std_eps,std_ratio_min,std_ratio_max,direction_loss,weight_mode,backend,channel_count,candidate_mean,candidate_mean_min,candidate_mean_max,shape_weight,raw_weight,std_weight,baseline_mse,baseline_mae,direction_weight,delta_mse_vs_shape,delta_mae_vs_shape
2026-05-12 00:08:27,ChannelIndependentDirectionStandalone_ETTh1_M_sl96_pl96,test,shape_baseline_ci,0.37420231103897095,0.4039105772972107,0.6117208003997803,9.34347152709961,35730.640625,ETTh1.csv,M,96,96,50,full_stream,clipped_std,1e-06,0.5,2.0,same_direction,inverse,mps,7,8449.0,8449.0,8449.0,1.0,0.0,0.0,0.37420231103897095,0.4039105772972107,0.0,0.0,0.0
2026-05-12 00:08:27,ChannelIndependentDirectionStandalone_ETTh1_M_sl96_pl96,test,rerank_ci,0.36669158935546875,0.3945833444595337,0.6055506467819214,9.377596855163574,34232.3359375,ETTh1.csv,M,96,96,50,full_stream,clipped_std,1e-06,0.5,2.0,same_direction,inverse,mps,7,8449.0,8449.0,8449.0,1.0,0.0,0.0,0.37420231103897095,0.4039105772972107,1.5,0.007510721683502197,0.009327232837677002
