timestamp,setting,flag,method,mse,mae,rmse,mape,mspe,data_path,features,seq_len,pred_len,top_k,candidate_mode,align_mode,std_eps,std_ratio_min,std_ratio_max,direction_loss,weight_mode,backend,channel_backend,channel_count,candidate_mean,candidate_mean_min,candidate_mean_max,shape_weight,raw_weight,std_weight,baseline_mse,baseline_mae,direction_weight,delta_mse_vs_shape,delta_mae_vs_shape
2026-05-12 00:16:14,ChannelIndependentDirectionStandalone_ETTm2_M_sl96_pl336,test,shape_baseline_ci,0.4987260401248932,0.4111368954181671,0.7062053680419922,1.613023281097412,418.8844909667969,ETTm2.csv,M,96,336,50,full_stream,clipped_std,1e-06,0.5,2.0,same_direction,inverse,mps,loop,7,34129.0,34129.0,34129.0,1.0,0.0,0.0,0.4987260401248932,0.4111368954181671,0.0,0.0,0.0
2026-05-12 00:16:14,ChannelIndependentDirectionStandalone_ETTm2_M_sl96_pl336,test,rerank_ci,0.35776588320732117,0.3764904737472534,0.5981353521347046,1.4010343551635742,299.20123291015625,ETTm2.csv,M,96,336,50,full_stream,clipped_std,1e-06,0.5,2.0,same_direction,inverse,mps,loop,7,34129.0,34129.0,34129.0,1.0,0.0,0.0,0.4987260401248932,0.4111368954181671,1.5,0.14096015691757202,0.034646421670913696
